"","Date","PosCount","NegCount","TrustCount","AngerCount","AnticipationCount","DisgustCount","FearCount","JoyCount","SadnessCount","SurpriseCount"
"1371",2012-03-11,19,42,10,26,15,7,25,4,14,7
"1372",2012-03-12,22,28,15,18,17,5,20,9,12,3
"1373",2012-03-13,12,30,8,16,6,5,26,4,12,1
"1374",2012-03-14,38,33,23,12,15,8,29,6,13,11
"1375",2012-03-15,31,43,22,24,18,12,27,11,16,5
"1376",2012-03-16,42,39,21,22,18,9,27,7,12,9
"1377",2012-03-17,20,31,20,15,11,8,21,6,10,6
"1378",2012-03-18,28,32,21,18,12,10,23,11,9,7
"1379",2012-03-19,30,21,27,11,9,5,20,8,7,4
"1380",2012-03-20,26,27,18,15,14,4,19,9,12,4
"1381",2012-03-21,28,20,20,12,15,6,21,7,8,6
"1382",2012-03-22,17,40,14,26,12,9,31,6,13,7
"1383",2012-03-23,22,25,16,19,9,12,23,5,11,9
"1384",2012-03-24,24,29,27,16,10,5,26,5,11,6
"1385",2012-03-25,22,36,20,21,17,8,32,10,16,8
"1386",2012-03-26,31,17,21,6,13,2,11,6,7,5
"1387",2012-03-27,28,29,15,16,14,4,22,4,12,7
"1388",2012-03-28,27,38,25,23,19,12,20,13,20,7
"1389",2012-03-29,18,26,11,18,3,9,25,3,14,0
"1390",2012-03-30,19,29,14,17,13,9,25,8,11,5
"1391",2012-03-31,24,31,23,13,12,6,22,8,12,6
"1392",2012-04-01,21,28,20,11,16,3,19,6,9,7
"1393",2012-04-02,18,29,12,16,12,6,23,6,13,5
"1394",2012-04-03,29,27,24,11,10,7,14,9,10,6
"1395",2012-04-04,21,30,18,14,10,7,21,8,10,4
"1396",2012-04-05,28,31,10,19,10,9,24,6,15,4
"1397",2012-04-06,39,31,36,16,22,7,21,15,10,9
"1398",2012-04-07,36,27,20,9,14,2,23,12,9,9
"1399",2012-04-08,31,28,23,16,12,5,25,9,9,7
"1400",2012-04-09,17,25,13,13,9,9,19,4,14,6
"1401",2012-04-10,16,19,22,10,9,3,15,4,6,3
"1402",2012-04-11,30,32,28,20,20,11,25,14,18,9
"1403",2012-04-12,24,40,11,22,19,13,31,7,20,7
"1404",2012-04-13,24,22,14,13,12,7,16,7,18,5
"1405",2012-04-14,35,23,24,12,17,5,23,7,14,4
"1406",2012-04-15,20,23,22,15,17,6,18,3,9,3
"1407",2012-04-16,34,43,27,26,17,9,32,10,17,11
"1408",2012-04-17,29,30,21,10,12,5,23,4,12,7
"1409",2012-04-18,13,28,12,14,5,7,19,6,9,3
"1410",2012-04-19,29,32,20,15,16,10,24,13,12,6
"1411",2012-04-20,20,25,18,15,12,7,22,3,12,2
"1412",2012-04-21,23,45,13,25,13,15,40,7,21,9
"1413",2012-04-22,36,48,22,22,14,17,29,9,25,10
"1414",2012-04-23,22,26,16,12,13,6,11,10,14,9
"1415",2012-04-24,25,32,18,11,13,4,19,6,12,6
"1416",2012-04-25,9,21,10,17,7,8,14,2,13,7
"1417",2012-04-26,30,20,26,13,14,7,22,19,13,7
"1418",2012-04-27,16,37,11,22,8,12,29,3,18,8
"1419",2012-04-28,24,35,17,18,13,10,26,11,14,7
"1420",2012-04-29,31,30,19,12,13,5,17,14,10,6
"1421",2012-04-30,16,26,13,13,3,4,15,3,9,3
"1422",2012-05-01,29,24,27,12,13,13,17,13,9,8
"1423",2012-05-02,21,20,18,12,10,5,14,9,5,5
"1424",2012-05-03,29,29,16,16,13,5,22,11,12,10
"1425",2012-05-04,21,26,7,18,12,6,22,3,15,7
"1426",2012-05-05,28,33,16,21,16,9,30,9,21,9
"1427",2012-05-06,22,29,21,16,17,9,18,7,15,4
"1428",2012-05-07,29,26,20,16,15,7,17,11,12,10
"1429",2012-05-08,24,31,14,16,10,11,16,5,6,7
"1430",2012-05-09,30,22,26,8,15,3,11,10,7,6
"1431",2012-05-10,28,40,24,23,13,15,34,13,21,8
"1432",2012-05-11,34,26,20,18,13,7,22,9,12,6
"1433",2012-05-12,22,21,14,13,9,4,15,5,8,3
"1434",2012-05-13,43,37,36,18,23,6,27,12,10,6
"1435",2012-05-14,31,41,29,27,13,13,28,9,18,9
"1436",2012-05-15,16,28,15,16,13,7,24,4,14,5
"1437",2012-05-16,30,40,23,19,16,12,29,7,16,4
"1438",2012-05-17,30,32,20,19,12,6,19,6,9,8
"1439",2012-05-18,33,30,18,7,10,5,20,9,5,5
"1440",2012-05-19,16,29,13,18,7,14,23,3,9,9
"1441",2012-05-20,19,27,12,16,6,4,16,8,13,6
"1442",2012-05-21,29,39,13,25,20,11,40,12,18,15
"1443",2012-05-22,18,27,17,15,9,8,19,4,12,6
"1444",2012-05-23,27,32,22,13,12,6,25,7,12,5
"1445",2012-05-24,27,30,13,10,16,5,20,9,8,4
"1446",2012-05-25,29,26,17,14,15,8,20,8,12,7
"1447",2012-05-26,19,21,10,9,4,7,12,2,12,3
"1448",2012-05-27,25,34,20,19,10,10,20,6,13,7
"1449",2012-05-28,17,20,10,16,12,9,18,8,8,0
"1450",2012-05-29,16,26,11,15,5,6,24,4,11,3
"1451",2012-05-30,30,18,20,9,11,4,15,8,9,3
"1452",2012-05-31,14,23,14,12,9,5,19,6,11,5
"1453",2012-06-01,22,42,18,15,12,12,24,8,23,10
"1454",2012-06-02,20,29,15,20,6,7,27,4,15,1
"1455",2012-06-03,34,31,17,20,12,8,28,3,13,7
"1456",2012-06-04,24,27,15,15,14,6,24,8,12,5
"1457",2012-06-05,28,29,14,18,8,7,22,6,15,3
"1458",2012-06-06,30,36,33,24,16,11,28,10,20,6
"1459",2012-06-07,18,27,16,12,15,10,16,10,13,8
"1460",2012-06-08,25,28,13,16,12,8,23,9,14,6
"1461",2012-06-09,13,24,9,17,11,12,18,5,9,6
"1462",2012-06-10,25,29,20,19,9,3,30,8,13,7
"1463",2012-06-11,19,26,12,15,6,3,22,6,10,4
"1464",2012-06-12,22,20,17,11,12,4,18,9,6,5
"1465",2012-06-13,35,26,25,10,15,6,20,10,8,8
"1466",2012-06-14,25,19,19,8,13,3,17,11,9,8
"1467",2012-06-15,20,26,17,13,16,9,17,9,10,4
"1468",2012-06-16,21,16,9,14,11,3,13,6,6,2
"1469",2012-06-17,33,36,23,18,14,7,29,8,19,8
"1470",2012-06-18,41,36,23,14,16,5,22,11,15,11
"1471",2012-06-19,14,32,9,15,11,3,23,5,14,12
"1472",2012-06-20,33,44,26,24,16,14,34,11,15,5
"1473",2012-06-21,35,52,31,24,17,7,38,10,21,7
"1474",2012-06-22,23,35,15,18,13,5,24,7,12,6
"1475",2012-06-23,21,18,23,12,8,6,18,6,8,2
"1476",2012-06-24,20,29,21,18,9,12,27,5,14,7
"1477",2012-06-25,20,21,22,11,12,7,18,6,12,2
"1478",2012-06-26,15,34,12,16,17,6,32,7,14,9
"1479",2012-06-27,22,29,16,13,15,4,20,10,10,6
"1480",2012-06-28,23,22,15,12,11,7,20,4,11,2
"1481",2012-06-29,25,33,13,14,11,9,33,6,17,5
"1482",2012-06-30,16,31,19,19,10,5,20,4,15,10
"1483",2012-07-01,22,20,26,13,15,3,11,7,11,7
"1484",2012-07-02,25,26,20,13,16,6,22,9,15,5
"1485",2012-07-03,24,25,14,16,13,8,21,8,11,4
"1486",2012-07-04,21,28,16,13,7,10,15,5,12,6
"1487",2012-07-05,31,23,27,8,13,2,16,13,5,6
"1488",2012-07-06,25,29,12,9,13,5,21,7,10,6
"1489",2012-07-07,28,35,20,13,10,7,21,7,16,5
"1490",2012-07-08,27,37,25,25,10,14,26,4,20,12
"1491",2012-07-09,30,39,24,22,9,12,29,6,18,5
"1492",2012-07-10,20,28,22,14,11,6,19,13,8,5
"1493",2012-07-11,24,35,17,20,13,11,28,9,20,7
"1494",2012-07-12,33,33,12,13,15,10,22,12,17,6
"1495",2012-07-13,21,30,17,16,11,5,20,4,16,7
"1496",2012-07-14,9,20,4,12,8,3,21,2,7,2
"1497",2012-07-15,21,29,14,24,14,5,32,9,18,4
"1498",2012-07-16,20,36,18,20,16,12,29,8,14,9
"1499",2012-07-17,21,29,14,20,10,10,22,8,12,6
"1500",2012-07-18,20,21,15,15,10,6,20,7,10,5
"1501",2012-07-19,26,31,22,13,16,5,24,11,13,8
"1502",2012-07-20,15,30,12,16,3,5,21,2,11,8
"1503",2012-07-21,16,26,9,10,6,3,22,3,13,3
"1504",2012-07-22,26,21,21,15,11,6,18,9,8,8
"1505",2012-07-23,27,41,17,20,7,11,26,7,18,4
"1506",2012-07-24,32,37,16,26,12,13,30,10,18,13
"1507",2012-07-25,21,22,18,11,5,5,15,6,8,2
"1508",2012-07-26,24,43,22,26,16,15,29,12,25,10
"1509",2012-07-27,21,28,14,17,11,6,23,7,14,5
"1510",2012-07-28,16,27,12,6,2,5,16,4,6,4
"1511",2012-07-29,29,44,23,19,15,9,31,11,19,2
"1512",2012-07-30,30,36,18,19,12,9,23,9,12,5
"1513",2012-07-31,29,25,18,11,14,5,18,11,9,5
"1514",2012-08-01,23,24,14,14,12,4,16,5,14,7
"1515",2012-08-02,32,26,26,11,10,8,19,11,13,6
"1516",2012-08-03,41,28,28,16,20,4,16,17,13,7
"1517",2012-08-04,22,28,13,12,8,3,19,6,11,2
"1518",2012-08-05,23,33,15,12,11,6,26,6,12,6
"1519",2012-08-06,34,47,19,28,20,8,34,8,17,7
"1520",2012-08-07,28,30,20,20,15,6,26,13,12,5
"1521",2012-08-08,21,23,21,12,11,5,16,11,8,6
"1522",2012-08-09,34,32,17,14,13,9,23,13,9,4
"1523",2012-08-10,28,26,22,13,16,6,18,10,5,6
"1524",2012-08-11,18,31,16,14,6,7,30,4,14,4
"1525",2012-08-12,23,30,13,16,10,3,18,6,13,6
"1526",2012-08-13,19,17,15,11,8,6,11,4,7,3
"1527",2012-08-14,25,29,21,18,10,7,19,9,13,3
"1528",2012-08-15,18,26,9,15,12,8,16,5,12,6
"1529",2012-08-16,14,32,9,20,6,6,30,1,8,4
"1530",2012-08-17,20,35,22,13,10,4,16,6,8,6
"1531",2012-08-18,35,41,30,20,11,10,29,13,20,9
"1532",2012-08-19,25,40,17,19,10,7,24,6,10,6
"1533",2012-08-20,22,37,15,27,18,11,25,8,15,7
"1534",2012-08-21,26,34,11,20,10,10,24,6,15,6
"1535",2012-08-22,36,34,21,14,12,6,22,5,12,7
"1536",2012-08-23,23,32,18,19,12,5,24,7,7,7
"1537",2012-08-24,22,37,17,19,16,10,21,7,14,5
"1538",2012-08-25,29,35,19,19,19,8,26,2,18,8
"1539",2012-08-26,19,46,13,30,16,11,42,7,18,12
"1540",2012-08-27,24,34,25,14,12,6,23,7,19,5
"1541",2012-08-28,31,25,15,12,15,6,20,8,10,6
"1542",2012-08-29,36,30,26,16,14,5,21,12,20,7
"1543",2012-08-30,22,39,20,26,7,14,28,7,18,12
"1544",2012-08-31,26,30,12,21,12,6,22,9,14,7
"1545",2012-09-01,33,28,21,14,15,8,15,10,8,3
"1546",2012-09-02,23,35,12,19,9,7,27,5,10,5
"1547",2012-09-03,20,29,8,16,9,9,21,4,14,8
"1548",2012-09-04,24,29,13,16,8,5,18,7,10,5
"1549",2012-09-05,22,33,17,11,7,7,18,6,11,5
"1550",2012-09-06,28,30,20,13,8,10,22,7,16,6
"1551",2012-09-07,22,33,14,12,9,6,23,3,14,9
"1552",2012-09-08,15,25,15,15,9,6,17,5,11,5
"1553",2012-09-09,27,38,21,19,15,12,31,10,12,9
"1554",2012-09-10,31,43,18,19,16,8,30,10,20,7
"1555",2012-09-11,24,28,20,10,9,3,18,4,9,5
"1556",2012-09-12,27,29,14,20,14,6,25,7,9,9
"1557",2012-09-13,26,19,14,14,4,3,14,1,7,1
"1558",2012-09-14,11,21,15,11,6,1,10,4,3,3
"1559",2012-09-15,14,32,12,22,8,8,28,3,15,3
"1560",2012-09-16,14,28,14,15,10,5,24,5,12,3
"1561",2012-09-17,18,26,10,16,9,5,17,6,11,5
"1562",2012-09-18,38,20,23,12,20,8,11,19,12,11
"1563",2012-09-19,28,23,18,12,13,10,18,8,10,5
"1564",2012-09-20,19,35,19,18,19,6,24,9,14,6
"1565",2012-09-21,24,24,19,10,18,3,14,12,8,7
"1566",2012-09-22,24,33,21,20,15,10,24,13,13,4
"1567",2012-09-23,35,37,27,15,17,7,22,9,19,6
"1568",2012-09-24,25,32,20,18,10,7,21,6,9,4
"1569",2012-09-25,21,22,14,12,7,2,10,4,7,2
"1570",2012-09-26,28,29,24,20,11,12,17,8,11,3
"1571",2012-09-27,28,38,26,18,10,11,17,10,13,5
"1572",2012-09-28,25,20,14,10,10,4,10,4,8,5
"1573",2012-09-29,31,29,23,20,16,8,24,7,9,11
"1574",2012-09-30,29,36,25,24,19,10,30,17,21,12
"1575",2012-10-01,20,39,16,17,12,5,25,7,20,5
"1576",2012-10-02,40,27,29,14,17,10,20,11,9,5
"1577",2012-10-03,17,26,15,18,7,8,23,3,8,4
"1578",2012-10-04,21,23,16,12,7,5,19,5,9,4
"1579",2012-10-05,28,33,15,20,9,9,26,10,12,7
"1580",2012-10-06,26,42,15,21,10,9,29,6,18,4
"1581",2012-10-07,37,25,24,14,13,8,18,10,7,6
"1582",2012-10-08,16,25,14,16,12,4,16,6,13,9
"1583",2012-10-09,28,27,24,24,10,7,26,6,14,10
"1584",2012-10-10,22,32,13,21,16,7,22,7,18,11
"1585",2012-10-11,16,25,17,12,9,5,22,8,16,3
"1586",2012-10-12,21,24,18,16,13,5,18,13,13,9
"1587",2012-10-13,31,27,25,15,13,4,27,8,10,7
"1588",2012-10-14,26,40,19,26,8,6,35,5,15,7
"1589",2012-10-15,29,42,26,18,15,9,21,12,16,11
"1590",2012-10-16,20,32,14,16,11,3,19,6,11,5
"1591",2012-10-17,32,37,17,18,14,9,24,8,21,10
"1592",2012-10-18,24,31,18,17,13,7,24,6,17,8
"1593",2012-10-19,15,21,13,17,7,5,16,3,8,6
"1594",2012-10-20,24,25,14,11,11,5,17,4,6,2
"1595",2012-10-21,22,25,18,12,13,5,20,5,14,5
"1596",2012-10-22,26,32,14,23,12,7,28,5,19,7
"1597",2012-10-23,17,35,17,22,11,9,25,3,18,9
"1598",2012-10-24,20,28,14,11,15,5,21,10,10,4
"1599",2012-10-25,23,35,19,20,11,7,30,7,19,4
"1600",2012-10-26,32,48,19,27,13,10,33,9,23,6
"1601",2012-10-27,24,22,23,11,14,4,18,9,8,7
"1602",2012-10-28,37,39,27,16,9,7,27,8,16,5
"1603",2012-10-29,42,41,24,23,13,8,25,10,25,4
"1604",2012-10-30,42,19,30,12,10,5,16,11,5,5
"1605",2012-10-31,30,26,20,18,18,8,19,10,16,9
"1606",2012-11-01,23,37,15,20,10,7,28,5,20,10
"1607",2012-11-02,18,35,9,14,8,10,19,10,14,5
"1608",2012-11-03,28,41,13,20,8,7,32,7,14,8
"1609",2012-11-04,26,48,17,26,15,16,43,7,15,9
"1610",2012-11-05,20,32,20,16,10,7,21,6,10,6
"1611",2012-11-06,34,26,18,18,15,7,21,10,6,6
"1612",2012-11-07,32,24,25,11,13,4,13,7,7,7
"1613",2012-11-08,25,35,18,14,17,14,18,11,13,8
"1614",2012-11-09,28,38,22,18,13,7,21,9,11,6
"1615",2012-11-10,43,39,30,20,23,11,33,14,13,7
"1616",2012-11-11,28,26,17,13,8,6,15,9,15,5
"1617",2012-11-12,40,38,22,22,22,13,27,20,17,14
"1618",2012-11-13,33,35,19,21,12,10,23,9,14,9
"1619",2012-11-14,20,28,13,18,10,8,21,6,12,6
"1620",2012-11-15,9,38,7,13,9,15,28,3,21,6
"1621",2012-11-16,31,39,20,25,13,12,28,5,14,4
"1622",2012-11-17,19,17,12,7,5,4,10,3,7,5
"1623",2012-11-18,27,20,26,13,16,5,19,9,10,7
"1624",2012-11-19,28,39,14,19,14,16,28,3,23,5
"1625",2012-11-20,21,44,19,31,18,15,35,7,24,8
"1626",2012-11-21,19,42,11,24,9,12,39,6,20,7
"1627",2012-11-22,31,27,16,13,7,7,16,10,13,5
"1628",2012-11-23,17,27,15,14,4,6,24,3,9,6
"1629",2012-11-24,32,33,20,26,16,10,26,11,12,12
"1630",2012-11-25,24,23,15,15,9,6,18,9,13,6
"1631",2012-11-26,34,47,26,24,23,13,27,16,20,13
"1632",2012-11-27,25,44,20,25,17,12,32,9,19,9
"1633",2012-11-28,25,34,24,14,16,8,23,8,12,6
"1634",2012-11-29,25,36,21,21,18,8,27,7,14,7
"1635",2012-11-30,29,26,22,14,8,6,15,8,9,5
"1636",2012-12-01,22,18,22,14,9,2,21,7,8,4
"1637",2012-12-02,22,32,18,16,14,7,21,8,17,5
"1638",2012-12-03,34,26,25,18,9,3,20,9,14,12
"1639",2012-12-04,22,23,19,15,12,4,19,7,11,4
"1640",2012-12-05,24,32,16,16,14,5,30,8,10,7
"1641",2012-12-06,25,32,11,16,12,7,21,13,13,10
"1642",2012-12-07,21,33,14,18,8,5,25,7,16,10
"1643",2012-12-08,20,33,14,18,11,6,19,7,15,7
"1644",2012-12-09,25,34,24,15,11,10,22,7,20,7
"1645",2012-12-10,24,38,19,21,9,11,22,5,19,3
"1646",2012-12-11,21,30,20,18,13,5,26,8,13,5
"1647",2012-12-12,12,15,13,6,5,1,6,5,3,2
"1648",2012-12-13,22,41,17,19,19,10,28,10,20,5
"1649",2012-12-14,17,29,15,16,8,7,20,3,10,3
"1650",2012-12-15,24,29,15,14,10,5,18,6,13,4
"1651",2012-12-16,33,25,24,12,22,5,19,13,10,6
"1652",2012-12-17,20,33,16,19,13,6,28,10,18,11
"1653",2012-12-18,14,27,8,16,9,6,17,5,11,4
"1654",2012-12-19,31,39,13,25,16,10,31,9,23,9
"1655",2012-12-20,23,37,13,21,15,9,27,7,16,4
"1656",2012-12-21,27,26,21,13,15,6,18,10,13,1
"1657",2012-12-22,26,29,20,23,15,8,34,12,13,8
"1658",2012-12-23,37,48,21,36,15,15,42,8,20,10
"1659",2012-12-24,19,31,10,15,9,5,23,3,10,7
"1660",2012-12-25,23,35,14,18,12,10,30,5,19,5
"1661",2012-12-26,31,34,21,19,13,5,19,13,12,5
"1662",2012-12-27,21,28,15,11,13,10,17,5,10,5
"1663",2012-12-28,36,31,29,20,17,10,32,11,15,10
"1664",2012-12-29,34,43,26,26,18,12,33,12,23,8
"1665",2012-12-30,27,29,17,16,15,7,23,11,14,10
"1666",2012-12-31,28,35,24,21,14,3,28,11,15,8
"1667",2013-01-01,13,24,13,12,8,7,19,3,14,6
"1668",2013-01-02,25,33,14,27,7,11,31,5,14,7
"1669",2013-01-03,16,28,11,17,9,13,20,5,14,1
"1670",2013-01-04,17,41,18,20,12,11,26,5,17,5
"1671",2013-01-05,21,35,15,21,10,10,25,5,14,4
"1672",2013-01-06,24,40,19,21,16,6,30,5,17,9
"1673",2013-01-07,28,31,18,14,5,5,21,9,13,1
"1674",2013-01-08,19,18,9,10,7,3,8,6,7,4
"1675",2013-01-09,18,29,17,14,14,10,20,8,15,4
"1676",2013-01-10,27,40,21,19,19,12,35,12,21,11
"1677",2013-01-11,26,31,13,13,15,8,28,5,17,9
"1678",2013-01-12,24,31,16,17,13,14,23,9,14,8
"1679",2013-01-13,21,25,20,14,8,7,24,5,13,3
"1680",2013-01-14,17,39,13,22,8,14,25,1,19,5
"1681",2013-01-15,27,35,18,19,14,11,21,6,12,5
"1682",2013-01-16,23,23,17,13,12,7,16,11,14,6
"1683",2013-01-17,14,20,11,17,5,2,21,4,9,2
"1684",2013-01-18,22,26,13,16,12,8,17,8,7,4
"1685",2013-01-19,23,26,17,13,10,5,16,6,8,5
"1686",2013-01-20,34,24,27,14,15,9,20,12,9,6
"1687",2013-01-21,17,23,9,14,17,4,13,7,9,7
"1688",2013-01-22,28,31,16,17,11,7,17,7,11,6
"1689",2013-01-23,22,27,15,12,18,7,24,8,14,3
"1690",2013-01-24,24,42,17,25,16,8,35,6,16,6
"1691",2013-01-25,31,20,16,13,11,5,19,11,5,4
"1692",2013-01-26,31,22,20,9,12,2,16,9,12,5
"1693",2013-01-27,14,22,14,6,14,4,17,3,7,4
"1694",2013-01-28,22,33,12,12,8,5,24,4,15,6
"1695",2013-01-29,19,24,14,10,11,6,17,10,8,3
"1696",2013-01-30,27,40,24,23,14,15,31,13,21,5
"1697",2013-01-31,19,25,17,19,8,9,23,4,8,2
"1698",2013-02-01,15,29,15,13,9,6,26,6,15,12
"1699",2013-02-02,32,29,24,21,18,13,24,9,19,7
"1700",2013-02-03,22,27,17,15,10,5,19,14,14,9
"1701",2013-02-04,25,20,15,10,15,8,12,7,6,4
"1702",2013-02-05,20,30,8,20,5,7,24,4,16,5
"1703",2013-02-06,18,23,16,12,10,2,13,10,10,4
"1704",2013-02-07,27,24,16,12,13,5,23,8,11,7
"1705",2013-02-08,14,34,9,21,8,9,27,7,19,9
"1706",2013-02-09,27,44,20,25,13,14,34,6,25,7
"1707",2013-02-10,14,28,13,17,11,6,23,4,12,6
"1708",2013-02-11,25,29,18,16,8,10,27,9,12,4
"1709",2013-02-12,25,35,18,15,12,6,27,8,18,14
"1710",2013-02-13,23,32,27,15,15,8,24,12,20,7
"1711",2013-02-14,18,25,11,12,5,6,20,3,6,4
"1712",2013-02-15,21,31,18,16,13,12,25,7,14,9
"1713",2013-02-16,26,22,24,8,13,5,17,10,8,7
"1714",2013-02-17,17,28,12,17,10,4,24,5,14,7
"1715",2013-02-18,22,24,18,11,7,8,14,6,10,6
"1716",2013-02-19,19,21,23,11,12,6,12,9,11,4
"1717",2013-02-20,24,32,11,15,12,12,24,5,18,5
"1718",2013-02-21,32,39,20,22,17,10,30,8,17,7
"1719",2013-02-22,19,32,15,21,12,9,19,6,12,5
"1720",2013-02-23,28,26,19,14,13,7,18,6,9,5
"1721",2013-02-24,26,36,20,19,18,8,26,12,14,9
"1722",2013-02-25,30,35,21,13,20,5,20,9,10,4
"1723",2013-02-26,32,29,28,23,13,9,27,14,12,7
"1724",2013-02-27,21,42,18,25,15,19,33,9,19,5
"1725",2013-02-28,12,21,13,11,7,4,20,3,6,5
"1726",2013-03-01,21,25,16,10,6,7,13,8,6,3
"1727",2013-03-02,25,36,17,18,12,12,26,7,14,7
"1728",2013-03-03,22,36,22,12,11,4,23,7,8,8
"1729",2013-03-04,21,13,13,3,4,5,13,7,2,4
"1730",2013-03-05,24,37,24,18,14,13,20,11,20,6
"1731",2013-03-06,21,27,11,13,11,7,17,7,7,6
"1732",2013-03-07,21,30,15,18,11,6,21,7,13,3
"1733",2013-03-08,29,18,22,14,14,3,15,9,6,2
"1734",2013-03-09,24,30,18,17,13,8,22,11,15,3
"1735",2013-03-10,21,39,16,20,16,13,27,8,16,9
"1736",2013-03-11,22,32,17,12,10,9,29,9,13,5
"1737",2013-03-12,28,40,18,19,11,7,25,10,16,5
"1738",2013-03-13,19,29,13,16,17,7,20,7,8,5
"1739",2013-03-14,27,23,16,11,9,6,19,5,10,1
"1740",2013-03-15,26,34,21,17,13,12,28,7,15,8
"1741",2013-03-16,20,30,16,14,9,3,22,10,3,7
"1742",2013-03-17,29,20,18,9,13,4,17,13,9,4
"1743",2013-03-18,18,30,12,17,8,5,25,8,17,7
"1744",2013-03-19,27,30,21,16,14,11,28,8,17,5
"1745",2013-03-20,24,25,20,19,11,10,23,5,17,6
"1746",2013-03-21,40,27,25,19,18,7,20,12,10,9
"1747",2013-03-22,18,15,17,10,7,2,11,8,6,0
"1748",2013-03-23,31,31,20,20,16,7,26,9,12,5
"1749",2013-03-24,14,26,15,17,11,8,17,4,14,10
"1750",2013-03-25,22,30,15,14,11,6,24,7,10,5
"1751",2013-03-26,20,24,17,15,15,8,18,8,11,5
"1752",2013-03-27,24,25,21,13,14,9,22,7,10,6
"1753",2013-03-28,22,29,13,12,9,6,18,8,14,5
"1754",2013-03-29,29,32,17,24,17,10,22,10,12,6
"1755",2013-03-30,18,35,12,9,7,6,19,4,8,2
"1756",2013-03-31,16,29,15,15,9,14,18,5,15,2
"1757",2013-04-01,26,25,12,17,12,5,21,2,11,2
"1758",2013-04-02,22,25,18,15,15,7,16,8,11,7
"1759",2013-04-03,27,24,19,15,18,5,31,9,9,7
"1760",2013-04-04,19,31,22,12,11,1,21,6,6,7
"1761",2013-04-05,25,18,17,10,10,3,11,9,9,3
"1762",2013-04-06,21,25,10,14,10,8,22,6,11,6
"1763",2013-04-07,10,37,11,15,6,7,22,3,13,3
"1764",2013-04-08,20,23,11,7,8,2,13,3,7,2
"1765",2013-04-09,12,23,10,16,15,9,25,3,13,7
"1766",2013-04-10,21,15,14,9,16,3,22,3,7,4
"1767",2013-04-11,33,22,23,9,16,5,23,10,8,6
"1768",2013-04-12,17,24,17,13,16,9,15,12,9,4
"1769",2013-04-13,20,22,12,12,16,6,25,5,9,5
"1770",2013-04-14,25,30,17,14,18,9,27,7,15,5
"1771",2013-04-15,32,26,20,16,8,7,12,7,14,4
"1772",2013-04-16,17,28,16,11,16,6,20,7,15,6
"1773",2013-04-17,13,34,11,19,9,6,23,6,11,9
"1774",2013-04-18,30,40,20,21,12,8,34,7,15,1
"1775",2013-04-19,37,28,28,18,21,8,27,16,17,12
"1776",2013-04-20,19,28,16,16,8,12,21,7,15,5
"1777",2013-04-21,18,24,13,16,8,11,25,3,18,2
"1778",2013-04-22,22,25,18,15,6,7,22,7,11,4
"1779",2013-04-23,26,26,18,18,10,6,17,8,10,9
"1780",2013-04-24,28,37,18,17,17,12,26,8,14,7
"1781",2013-04-25,21,28,17,18,8,5,20,7,11,1
"1782",2013-04-26,31,40,20,25,15,11,31,10,19,10
"1783",2013-04-27,18,29,14,23,16,8,29,6,15,3
"1784",2013-04-28,27,35,14,22,9,10,29,9,19,6
"1785",2013-04-29,27,36,16,16,7,9,21,8,12,4
"1786",2013-04-30,15,17,10,11,7,1,15,5,7,4
"1787",2013-05-01,21,28,18,12,10,12,17,8,13,7
"1788",2013-05-02,31,31,22,23,12,9,26,8,20,8
"1789",2013-05-03,27,37,20,17,20,13,30,11,16,9
"1790",2013-05-04,14,26,14,9,5,7,22,1,13,5
"1791",2013-05-05,28,29,19,19,13,4,26,6,5,6
"1792",2013-05-06,39,33,31,19,22,8,25,16,16,4
"1793",2013-05-07,17,39,14,19,5,5,26,5,21,6
"1794",2013-05-08,19,17,12,6,7,4,7,6,6,6
"1795",2013-05-09,22,31,19,20,13,4,27,8,12,6
"1796",2013-05-10,26,32,20,15,13,6,21,9,15,3
"1797",2013-05-11,21,32,18,12,12,8,23,8,15,4
"1798",2013-05-12,17,21,11,14,9,6,15,8,12,4
"1799",2013-05-13,19,31,7,15,11,14,21,4,15,6
"1800",2013-05-14,28,22,16,10,11,7,14,13,12,9
"1801",2013-05-15,23,26,16,15,13,8,22,6,14,6
"1802",2013-05-16,26,30,25,17,14,6,25,13,12,3
"1803",2013-05-17,25,32,18,17,12,9,28,6,17,6
"1804",2013-05-18,31,23,24,11,14,8,19,13,8,7
"1805",2013-05-19,31,30,24,14,12,9,23,6,11,7
"1806",2013-05-20,22,21,18,12,8,5,13,4,7,5
"1807",2013-05-21,30,23,29,12,13,9,23,14,16,5
"1808",2013-05-22,25,28,21,16,11,10,17,8,14,8
"1809",2013-05-23,27,32,19,26,10,10,27,6,14,5
"1810",2013-05-24,30,27,18,15,17,5,24,13,11,10
"1811",2013-05-25,33,31,14,22,12,7,29,7,18,11
"1812",2013-05-26,23,27,16,15,7,4,20,6,16,5
"1813",2013-05-27,32,32,31,14,14,9,24,9,20,4
"1814",2013-05-28,34,35,16,18,14,13,34,7,19,3
"1815",2013-05-29,22,31,17,23,13,8,22,4,19,5
"1816",2013-05-30,32,37,20,24,15,15,36,14,24,11
"1817",2013-05-31,31,29,18,12,14,11,23,6,13,5
"1818",2013-06-01,28,29,16,11,10,7,21,8,13,5
"1819",2013-06-02,25,26,19,19,8,7,24,5,14,3
